cenario_id,geracao_fv_kw,irradiancia_w_m2,carga_kw,no_rede,fator_potencia,tensao_inicial_pu,tensao_resultado_pu,classificacao_risco,origem_resultado
109,2000.0,500.0,2000.0,675,1.0,1.0448693989505173,1.0500481563068373,ATENÇÃO,OPENDSS
110,2000.0,750.0,0.0,675,1.0,1.0426313134570546,1.0499652605625114,BAIXO,OPENDSS
111,2000.0,750.0,500.0,675,1.0,1.0465566010760377,1.0538858518352134,ATENÇÃO,OPENDSS
112,2000.0,750.0,1000.0,675,1.0,1.0439870094004733,1.0515089158608915,ATENÇÃO,OPENDSS
113,2000.0,750.0,1500.0,675,1.0,1.04793400185747,1.055137070358587,ATENÇÃO,OPENDSS
114,2000.0,750.0,2000.0,675,1.0,1.0448693989505173,1.0527255748798388,ATENÇÃO,OPENDSS
115,2000.0,1000.0,0.0,675,1.0,1.0426313134570546,1.0521988004832652,ATENÇÃO,OPENDSS
116,2000.0,1000.0,500.0,675,1.0,1.0465566010760377,1.0562632852400267,ATENÇÃO,OPENDSS
117,2000.0,1000.0,1000.0,675,1.0,1.0439870094004733,1.0538208193091159,ATENÇÃO,OPENDSS
118,2000.0,1000.0,1500.0,675,1.0,1.04793400185747,1.05764518040906,ATENÇÃO,OPENDSS
119,2000.0,1000.0,2000.0,675,1.0,1.0448693989505173,1.0550440547249211,ATENÇÃO,OPENDSS
120,3000.0,0.0,0.0,675,1.0,1.0426313134570546,1.0426313141123928,BAIXO,OPENDSS
121,3000.0,0.0,500.0,675,1.0,1.0465566010760377,1.0465542535366292,BAIXO,OPENDSS
122,3000.0,0.0,1000.0,675,1.0,1.0439870094004733,1.0439775939970568,BAIXO,OPENDSS
123,3000.0,0.0,1500.0,675,1.0,1.04793400185747,1.0479247739302335,BAIXO,OPENDSS
124,3000.0,0.0,2000.0,675,1.0,1.0448693989505173,1.0448607573985274,BAIXO,OPENDSS
125,3000.0,250.0,0.0,675,1.0,1.0426313134570546,1.0463880218037478,BAIXO,OPENDSS
126,3000.0,250.0,500.0,675,1.0,1.0465566010760377,1.0503381920500032,ATENÇÃO,OPENDSS
127,3000.0,250.0,1000.0,675,1.0,1.0439870094004733,1.0478396749012937,BAIXO,OPENDSS
128,3000.0,250.0,1500.0,675,1.0,1.04793400185747,1.0515949471090527,ATENÇÃO,OPENDSS
129,3000.0,250.0,2000.0,675,1.0,1.0448693989505173,1.0487428938932333,BAIXO,OPENDSS
130,3000.0,500.0,0.0,675,1.0,1.0426313134570546,1.0499652605625114,BAIXO,OPENDSS
131,3000.0,500.0,500.0,675,1.0,1.0465566010760377,1.0538858518352134,ATENÇÃO,OPENDSS
132,3000.0,500.0,1000.0,675,1.0,1.0439870094004733,1.0515089158608915,ATENÇÃO,OPENDSS
133,3000.0,500.0,1500.0,675,1.0,1.04793400185747,1.055137070358587,ATENÇÃO,OPENDSS
134,3000.0,500.0,2000.0,675,1.0,1.0448693989505173,1.0527255748798388,ATENÇÃO,OPENDSS
135,3000.0,750.0,0.0,675,1.0,1.0426313134570546,1.053333471671531,ATENÇÃO,OPENDSS
136,3000.0,750.0,500.0,675,1.0,1.0465566010760377,1.057358037389827,ATENÇÃO,OPENDSS
137,3000.0,750.0,1000.0,675,1.0,1.0439870094004733,1.055065516509533,ATENÇÃO,OPENDSS
138,3000.0,750.0,1500.0,675,1.0,1.04793400185747,1.0526240117482786,ATENÇÃO,OPENDSS
139,3000.0,750.0,2000.0,675,1.0,1.0448693989505173,1.056397986307452,ATENÇÃO,OPENDSS
140,3000.0,1000.0,0.0,675,1.0,1.0426313134570546,1.0563835669023516,ATENÇÃO,OPENDSS
141,3000.0,1000.0,500.0,675,1.0,1.0465566010760377,1.0543111697366185,ATENÇÃO,OPENDSS
142,3000.0,1000.0,1000.0,675,1.0,1.0439870094004733,1.0521336790215932,ATENÇÃO,OPENDSS
143,3000.0,1000.0,1500.0,675,1.0,1.04793400185747,1.0560672241798679,ATENÇÃO,OPENDSS
144,3000.0,1000.0,2000.0,675,1.0,1.0448693989505173,1.0536939784670578,ATENÇÃO,OPENDSS
145,4000.0,0.0,0.0,675,1.0,1.0426313134570546,1.0426313141123928,BAIXO,OPENDSS
146,4000.0,0.0,500.0,675,1.0,1.0465566010760377,1.0465542535366292,BAIXO,OPENDSS
147,4000.0,0.0,1000.0,675,1.0,1.0439870094004733,1.0439775939970568,BAIXO,OPENDSS
148,4000.0,0.0,1500.0,675,1.0,1.04793400185747,1.0479247739302335,BAIXO,OPENDSS
149,4000.0,0.0,2000.0,675,1.0,1.0448693989505173,1.0448607573985274,BAIXO,OPENDSS
150,4000.0,250.0,0.0,675,1.0,1.0426313134570546,1.047606681550063,BAIXO,OPENDSS
151,4000.0,250.0,500.0,675,1.0,1.0465566010760377,1.051535196441522,ATENÇÃO,OPENDSS
152,4000.0,250.0,1000.0,675,1.0,1.0439870094004733,1.0491126482674904,BAIXO,OPENDSS
153,4000.0,250.0,1500.0,675,1.0,1.04793400185747,1.0527785447746276,ATENÇÃO,OPENDSS
154,4000.0,250.0,2000.0,675,1.0,1.0448693989505173,1.0500481563068373,ATENÇÃO,OPENDSS
155,4000.0,500.0,0.0,675,1.0,1.0426313134570546,1.0521988004832652,ATENÇÃO,OPENDSS
156,4000.0,500.0,500.0,675,1.0,1.0465566010760377,1.0562632852400267,ATENÇÃO,OPENDSS
157,4000.0,500.0,1000.0,675,1.0,1.0439870094004733,1.0538208193091159,ATENÇÃO,OPENDSS
158,4000.0,500.0,1500.0,675,1.0,1.04793400185747,1.05764518040906,ATENÇÃO,OPENDSS
159,4000.0,500.0,2000.0,675,1.0,1.0448693989505173,1.0550440547249211,ATENÇÃO,OPENDSS
160,4000.0,750.0,0.0,675,1.0,1.0426313134570546,1.0563835669023516,ATENÇÃO,OPENDSS
161,4000.0,750.0,500.0,675,1.0,1.0465566010760377,1.0543111697366185,ATENÇÃO,OPENDSS
162,4000.0,750.0,1000.0,675,1.0,1.0439870094004733,1.0521336790215932,ATENÇÃO,OPENDSS
163,4000.0,750.0,1500.0,675,1.0,1.04793400185747,1.0560672241798679,ATENÇÃO,OPENDSS
164,4000.0,750.0,2000.0,675,1.0,1.0448693989505173,1.0536939784670578,ATENÇÃO,OPENDSS
165,4000.0,1000.0,0.0,675,1.0,1.0426313134570546,1.0537586106745032,ATENÇÃO,OPENDSS
166,4000.0,1000.0,500.0,675,1.0,1.0465566010760377,1.0516460000331638,ATENÇÃO,OPENDSS
167,4000.0,1000.0,1000.0,675,1.0,1.0439870094004733,1.0562083450560324,ATENÇÃO,OPENDSS
168,4000.0,1000.0,1500.0,675,1.0,1.04793400185747,1.0541893235492628,ATENÇÃO,OPENDSS
169,4000.0,1000.0,2000.0,675,1.0,1.0448693989505173,1.0520687168526757,ATENÇÃO,OPENDSS
